total_trans,total_success_trans,merchant,payment_method,payment_gateway,sub_type,date,hour_start,bank
1,1,pharmeasytech,NB,PAYTM,,2/14/2020,18,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,6,NB_KOTAK
1,1,zivame,NB,PAYU,,2/13/2020,3,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,13,NB_KOTAK
1,0,zivame,NB,RAZORPAY,,2/13/2020,5,NB_KOTAK
2,2,zivame,NB,RAZORPAY,,2/13/2020,13,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/13/2020,22,NB_KOTAK
1,0,zivame,NB,PAYU,,2/13/2020,7,NB_KOTAK
2,2,fanfight,NB,PAYTM,,2/12/2020,6,NB_KOTAK
1,0,purplle.com,NB,PAYU,,2/12/2020,15,NB_KOTAK
2,2,pharmeasytech,NB,PAYU,,2/13/2020,5,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,23,NB_KOTAK
1,1,zivame,NB,PAYU,,2/13/2020,14,NB_KOTAK
1,1,medlife_prod,NB,RAZORPAY,,2/14/2020,12,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,9,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,14,NB_KOTAK
2,2,pharmeasytech,NB,PAYTM,,2/14/2020,9,NB_KOTAK
2,0,medlife_prod,NB,RAZORPAY,,2/14/2020,0,NB_KOTAK
8,4,urbanclap,NB,PAYTM,,2/14/2020,8,NB_KOTAK
3,2,zivame,NB,PAYU,,2/14/2020,8,NB_KOTAK
15,10,urbanclap,NB,PAYTM,,2/14/2020,4,NB_KOTAK
3,2,zivame,NB,PAYU,,2/14/2020,11,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/14/2020,5,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,12,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/14/2020,8,NB_KOTAK
3,0,fanfight,NB,PAYTM,,2/14/2020,10,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/14/2020,8,NB_KOTAK
1,0,purplle.com,NB,PAYU,,2/14/2020,15,NB_KOTAK
5,5,fanfight,NB,PAYTM,,2/14/2020,15,NB_KOTAK
14,12,urbanclap,NB,PAYTM,,2/14/2020,6,NB_KOTAK
2,1,fanfight,NB,PAYTM,,2/14/2020,4,NB_KOTAK
11,8,urbanclap,NB,PAYTM,,2/14/2020,14,NB_KOTAK
8,2,fanfight,NB,PAYTM,,2/14/2020,14,NB_KOTAK
2,1,purplle.com,NB,PAYU,,2/14/2020,14,NB_KOTAK
2,2,purplle.com,NB,PAYU,,2/12/2020,8,NB_KOTAK
1,1,zivame,NB,PAYU,,2/12/2020,10,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/12/2020,16,NB_KOTAK
6,5,urbanclap,NB,PAYTM,,2/12/2020,16,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/14/2020,10,NB_KOTAK
3,0,pharmeasytech,NB,PAYU,,2/14/2020,11,NB_KOTAK
2,1,urbanclap,NB,PAYTM,,2/14/2020,21,NB_KOTAK
2,1,pharmeasytech,NB,PAYU,,2/14/2020,4,NB_KOTAK
1,0,pharmeasytech,NB,PAYTM,,2/14/2020,10,NB_KOTAK
8,5,medlife_prod,NB,RAZORPAY,,2/14/2020,7,NB_KOTAK
1,0,fanfight,NB,PAYTM,,2/14/2020,7,NB_KOTAK
4,3,pharmeasytech,NB,PAYU,,2/14/2020,9,NB_KOTAK
2,2,pharmeasytech,NB,PAYTM,,2/14/2020,6,NB_KOTAK
7,6,medlife_prod,NB,RAZORPAY,,2/13/2020,3,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,7,NB_KOTAK
2,1,medlife_prod,NB,RAZORPAY,,2/13/2020,9,NB_KOTAK
1,0,purplle.com,NB,PAYU,,2/13/2020,6,NB_KOTAK
5,4,pharmeasytech,NB,PAYTM,,2/13/2020,5,NB_KOTAK
10,7,urbanclap,NB,PAYTM,,2/13/2020,11,NB_KOTAK
2,2,pharmeasytech,NB,PAYU,,2/13/2020,6,NB_KOTAK
4,2,urbanclap,NB,PAYTM,,2/13/2020,12,NB_KOTAK
3,1,zivame,NB,PAYU,,2/13/2020,13,NB_KOTAK
2,2,medlife_prod,NB,RAZORPAY,,2/13/2020,11,NB_KOTAK
3,1,purplle.com,NB,PAYU,,2/13/2020,8,NB_KOTAK
5,5,medlife_prod,NB,RAZORPAY,,2/13/2020,6,NB_KOTAK
3,1,countrydelight,NB,PAYU,,2/13/2020,14,NB_KOTAK
1,0,countrydelight,NB,PAYU,,2/13/2020,16,NB_KOTAK
1,0,pharmeasytech,NB,PAYU,,2/14/2020,16,NB_KOTAK
3,2,medlife_prod,NB,RAZORPAY,,2/12/2020,9,NB_KOTAK
13,9,urbanclap,NB,PAYTM,,2/12/2020,4,NB_KOTAK
4,2,medlife_prod,NB,RAZORPAY,,2/12/2020,3,NB_KOTAK
10,8,urbanclap,NB,PAYTM,,2/12/2020,15,NB_KOTAK
1,0,urbanclap,NB,PAYTM,,2/12/2020,22,NB_KOTAK
1,0,fanfight,NB,PAYTM,,2/12/2020,16,NB_KOTAK
3,2,medlife_prod,NB,RAZORPAY,,2/12/2020,5,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,13,NB_KOTAK
2,0,fanfight,NB,PAYTM,,2/12/2020,8,NB_KOTAK
4,3,medlife_prod,NB,RAZORPAY,,2/12/2020,8,NB_KOTAK
2,2,urbanclap,NB,PAYTM,,2/12/2020,19,NB_KOTAK
1,0,medlife_prod,NB,RAZORPAY,,2/12/2020,21,NB_KOTAK
6,5,urbanclap,NB,PAYTM,,2/13/2020,6,NB_KOTAK
2,1,countrydelight,NB,PAYU,,2/13/2020,10,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/13/2020,8,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/13/2020,3,NB_KOTAK
2,1,pharmeasytech,NB,PAYU,,2/12/2020,9,NB_KOTAK
11,5,urbanclap,NB,PAYTM,,2/12/2020,11,NB_KOTAK
7,7,medlife_prod,NB,RAZORPAY,,2/12/2020,11,NB_KOTAK
5,2,medlife_prod,NB,RAZORPAY,,2/12/2020,1,NB_KOTAK
4,4,medlife_prod,NB,RAZORPAY,,2/12/2020,16,NB_KOTAK
2,2,pharmeasytech,NB,PAYU,,2/12/2020,5,NB_KOTAK
2,1,zivame,NB,PAYU,,2/12/2020,18,NB_KOTAK
1,1,fanfight,NB,PAYTM,,2/12/2020,14,NB_KOTAK
2,1,urbanclap,NB,PAYTM,,2/13/2020,1,NB_KOTAK
5,5,urbanclap,NB,PAYTM,,2/13/2020,2,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,0,NB_KOTAK
3,2,pharmeasytech,NB,PAYTM,,2/13/2020,9,NB_KOTAK
2,1,urbanclap,NB,PAYTM,,2/13/2020,0,NB_KOTAK
2,2,pharmeasytech,NB,PAYTM,,2/13/2020,11,NB_KOTAK
1,0,fanfight,NB,PAYTM,,2/13/2020,17,NB_KOTAK
1,1,zivame,NB,PAYU,,2/13/2020,15,NB_KOTAK
1,1,zivame,NB,PAYU,,2/12/2020,12,NB_KOTAK
1,1,urbanclap,NB,PAYTM,,2/12/2020,1,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,11,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/12/2020,15,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,16,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/13/2020,9,NB_KOTAK
2,2,zivame,NB,PAYU,,2/13/2020,19,NB_KOTAK
2,0,fanfight,NB,PAYTM,,2/13/2020,3,NB_KOTAK
2,0,purplle.com,NB,PAYU,,2/13/2020,14,NB_KOTAK
3,1,medlife_prod,NB,RAZORPAY,,2/14/2020,4,NB_KOTAK
1,0,purplle.com,NB,PAYU,,2/14/2020,1,NB_KOTAK
2,0,purplle.com,NB,PAYU,,2/14/2020,5,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/14/2020,4,NB_KOTAK
1,0,medlife_prod,NB,RAZORPAY,,2/14/2020,16,NB_KOTAK
4,3,medlife_prod,NB,RAZORPAY,,2/13/2020,2,NB_KOTAK
1,1,purplle.com,NB,PAYU,,2/13/2020,20,NB_KOTAK
3,2,medlife_prod,NB,RAZORPAY,,2/13/2020,5,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/12/2020,4,NB_KOTAK
1,1,zivame,NB,PAYU,,2/12/2020,19,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,17,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,16,NB_KOTAK
1,1,purplle.com,NB,PAYU,,2/13/2020,5,NB_KOTAK
1,1,purplle.com,NB,PAYU,,2/13/2020,11,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,12,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/14/2020,7,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,2,NB_KOTAK
1,1,medlife_prod,NB,RAZORPAY,,2/12/2020,13,NB_KOTAK
3,1,medlife_prod,NB,RAZORPAY,,2/14/2020,8,NB_KOTAK
18,11,urbanclap,NB,PAYTM,,2/14/2020,12,NB_KOTAK
2,1,countrydelight,NB,PAYU,,2/14/2020,1,NB_KOTAK
5,2,countrydelight,NB,PAYU,,2/14/2020,7,NB_KOTAK
16,7,urbanclap,NB,PAYTM,,2/14/2020,7,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,0,NB_KOTAK
7,2,urbanclap,NB,PAYTM,,2/14/2020,19,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/14/2020,16,NB_KOTAK
6,3,fanfight,NB,PAYTM,,2/14/2020,13,NB_KOTAK
10,4,urbanclap,NB,PAYTM,,2/14/2020,17,NB_KOTAK
8,6,urbanclap,NB,PAYTM,,2/14/2020,15,NB_KOTAK
7,2,urbanclap,NB,PAYTM,,2/14/2020,11,NB_KOTAK
9,6,medlife_prod,NB,RAZORPAY,,2/14/2020,3,NB_KOTAK
3,1,medlife_prod,NB,RAZORPAY,,2/14/2020,2,NB_KOTAK
2,2,pharmeasytech,NB,PAYU,,2/14/2020,6,NB_KOTAK
2,0,fanfight,NB,PAYTM,,2/12/2020,12,NB_KOTAK
4,1,fanfight,NB,PAYTM,,2/12/2020,9,NB_KOTAK
15,8,urbanclap,NB,PAYTM,,2/12/2020,8,NB_KOTAK
13,9,urbanclap,NB,PAYTM,,2/12/2020,6,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/12/2020,12,NB_KOTAK
12,9,urbanclap,NB,PAYTM,,2/12/2020,12,NB_KOTAK
8,6,urbanclap,NB,PAYTM,,2/12/2020,3,NB_KOTAK
4,3,fanfight,NB,PAYTM,,2/12/2020,5,NB_KOTAK
4,3,medlife_prod,NB,RAZORPAY,,2/12/2020,2,NB_KOTAK
9,6,urbanclap,NB,PAYTM,,2/12/2020,17,NB_KOTAK
2,2,zivame,NB,PAYU,,2/12/2020,15,NB_KOTAK
6,5,medlife_prod,NB,RAZORPAY,,2/14/2020,5,NB_KOTAK
3,1,purplle.com,NB,PAYU,,2/14/2020,10,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/14/2020,11,NB_KOTAK
2,1,fanfight,NB,PAYTM,,2/14/2020,6,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/14/2020,11,NB_KOTAK
1,1,urbanclap,NB,PAYTM,,2/14/2020,1,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/14/2020,18,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,13,NB_KOTAK
2,2,pharmeasytech,NB,PAYTM,,2/14/2020,14,NB_KOTAK
3,2,pharmeasytech,NB,PAYU,,2/14/2020,7,NB_KOTAK
2,2,zivame,NB,PAYU,,2/13/2020,12,NB_KOTAK
15,9,urbanclap,NB,PAYTM,,2/13/2020,7,NB_KOTAK
10,7,urbanclap,NB,PAYTM,,2/13/2020,5,NB_KOTAK
15,9,urbanclap,NB,PAYTM,,2/13/2020,4,NB_KOTAK
11,7,urbanclap,NB,PAYTM,,2/13/2020,13,NB_KOTAK
2,2,medlife_prod,NB,RAZORPAY,,2/13/2020,16,NB_KOTAK
7,4,urbanclap,NB,PAYTM,,2/14/2020,2,NB_KOTAK
3,2,fanfight,NB,PAYTM,,2/14/2020,5,NB_KOTAK
4,2,fanfight,NB,PAYTM,,2/14/2020,11,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/14/2020,14,NB_KOTAK
12,8,urbanclap,NB,PAYTM,,2/12/2020,5,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/12/2020,3,NB_KOTAK
8,4,urbanclap,NB,PAYTM,,2/12/2020,2,NB_KOTAK
5,2,purplle.com,NB,PAYU,,2/12/2020,4,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/12/2020,6,NB_KOTAK
7,4,countrydelight,NB,PAYU,,2/12/2020,5,NB_KOTAK
2,2,pharmeasytech,NB,PAYTM,,2/14/2020,5,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/14/2020,12,NB_KOTAK
4,3,pharmeasytech,NB,PAYU,,2/13/2020,8,NB_KOTAK
2,1,countrydelight,NB,PAYU,,2/13/2020,7,NB_KOTAK
10,6,urbanclap,NB,PAYTM,,2/13/2020,10,NB_KOTAK
5,2,countrydelight,NB,PAYU,,2/13/2020,17,NB_KOTAK
10,8,urbanclap,NB,PAYTM,,2/13/2020,8,NB_KOTAK
3,2,medlife_prod,NB,RAZORPAY,,2/13/2020,15,NB_KOTAK
1,0,medlife_prod,NB,RAZORPAY,,2/12/2020,0,NB_KOTAK
2,1,fanfight,NB,PAYTM,,2/12/2020,1,NB_KOTAK
4,2,fanfight,NB,PAYTM,,2/12/2020,2,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/12/2020,2,NB_KOTAK
4,4,pharmeasytech,NB,PAYU,,2/12/2020,7,NB_KOTAK
2,1,medlife_prod,NB,RAZORPAY,,2/12/2020,17,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/12/2020,11,NB_KOTAK
2,0,zivame,NB,PAYU,,2/12/2020,7,NB_KOTAK
1,0,purplle.com,NB,PAYU,,2/12/2020,12,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/12/2020,14,NB_KOTAK
1,0,fanfight,NB,PAYTM,,2/13/2020,6,NB_KOTAK
4,2,medlife_prod,NB,RAZORPAY,,2/13/2020,7,NB_KOTAK
4,1,urbanclap,NB,PAYTM,,2/13/2020,20,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/13/2020,23,NB_KOTAK
1,0,pharmeasytech,NB,PAYU,,2/12/2020,16,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,15,NB_KOTAK
2,0,zivame,NB,PAYU,,2/12/2020,9,NB_KOTAK
2,1,medlife_prod,NB,RAZORPAY,,2/12/2020,12,NB_KOTAK
3,0,pharmeasytech,NB,PAYU,,2/12/2020,13,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,4,NB_KOTAK
4,3,pharmeasytech,NB,PAYTM,,2/13/2020,10,NB_KOTAK
6,6,countrydelight,NB,PAYU,,2/13/2020,6,NB_KOTAK
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,8,NB_KOTAK
4,3,countrydelight,NB,PAYU,,2/13/2020,4,NB_KOTAK
2,1,pharmeasytech,NB,PAYTM,,2/13/2020,13,NB_KOTAK
4,3,pharmeasytech,NB,PAYTM,,2/13/2020,3,NB_KOTAK
1,0,countrydelight,NB,PAYU,,2/12/2020,8,NB_KOTAK
2,2,medlife_prod,NB,RAZORPAY,,2/14/2020,9,NB_KOTAK
1,1,countrydelight,NB,PAYU,,2/14/2020,2,NB_KOTAK
1,1,zivame,NB,RAZORPAY,,2/14/2020,13,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,15,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,17,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,7,NB_KOTAK
2,2,urbanclap,NB,PAYTM,,2/12/2020,20,NB_KOTAK
1,0,medlife_prod,NB,RAZORPAY,,2/13/2020,18,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,1,NB_KOTAK
1,1,zivame,NB,PAYU,,2/13/2020,0,NB_KOTAK
1,1,purplle.com,NB,PAYU,,2/13/2020,3,NB_KOTAK
1,1,fanfight,NB,PAYTM,,2/13/2020,1,NB_KOTAK
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,19,NB_KOTAK
1,1,fanfight,NB,PAYTM,,2/13/2020,9,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,3,NB_KOTAK
2,2,countrydelight,NB,PAYU,,2/13/2020,2,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/13/2020,10,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/12/2020,0,NB_KOTAK
1,1,zivame,NB,PAYU,,2/14/2020,16,NB_KOTAK
1,1,pharmeasytech,NB,PAYU,,2/14/2020,18,NB_KOTAK
1,1,pharmeasytech,NB,PAYTM,,2/12/2020,17,NB_KOTAK
1,1,zivame,NB,PAYU,,2/12/2020,13,NB_KOTAK
7,7,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,5,OLAMONEY
5,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,4,OLAMONEY
13,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,9,OLAMONEY
11,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,18,OLAMONEY
12,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,13,OLAMONEY
10,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,13,OLAMONEY
5,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,21,OLAMONEY
8,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,14,OLAMONEY
15,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,10,OLAMONEY
11,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,4,OLAMONEY
9,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,8,OLAMONEY
7,5,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,12,OLAMONEY
16,13,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,13,OLAMONEY
12,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,14,OLAMONEY
7,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,20,OLAMONEY
4,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,20,OLAMONEY
8,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,16,OLAMONEY
11,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,7,OLAMONEY
13,7,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,9,OLAMONEY
12,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,7,OLAMONEY
5,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,6,OLAMONEY
9,7,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,15,OLAMONEY
22,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,16,OLAMONEY
21,12,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,15,OLAMONEY
14,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,6,OLAMONEY
10,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,2,OLAMONEY
13,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,6,OLAMONEY
10,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,18,OLAMONEY
7,5,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,14,OLAMONEY
10,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,3,OLAMONEY
18,12,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,4,OLAMONEY
3,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,20,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,0,OLAMONEY
6,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,3,OLAMONEY
3,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,4,OLAMONEY
2,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,0,OLAMONEY
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,1,OLAMONEY
15,12,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,12,OLAMONEY
11,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,11,OLAMONEY
18,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,12,OLAMONEY
21,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,11,OLAMONEY
15,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,9,OLAMONEY
19,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,6,OLAMONEY
9,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,6,OLAMONEY
16,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,10,OLAMONEY
9,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,7,OLAMONEY
9,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,11,OLAMONEY
3,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,8,OLAMONEY
17,13,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,9,OLAMONEY
4,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,20,OLAMONEY
16,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,17,OLAMONEY
8,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,3,OLAMONEY
3,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,0,OLAMONEY
4,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,3,OLAMONEY
10,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,2,OLAMONEY
16,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,6,OLAMONEY
6,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,2,OLAMONEY
17,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,17,OLAMONEY
11,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,14,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,1,OLAMONEY
5,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,18,OLAMONEY
11,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,10,OLAMONEY
5,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,7,OLAMONEY
7,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,12,OLAMONEY
5,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,9,OLAMONEY
9,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,13,OLAMONEY
14,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,8,OLAMONEY
6,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,8,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,22,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,22,OLAMONEY
8,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,20,OLAMONEY
9,7,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,4,OLAMONEY
8,7,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,15,OLAMONEY
3,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,19,OLAMONEY
4,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,9,OLAMONEY
1,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,21,OLAMONEY
14,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,2,OLAMONEY
18,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,8,OLAMONEY
28,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,7,OLAMONEY
10,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,4,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,1,OLAMONEY
4,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,17,OLAMONEY
15,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,8,OLAMONEY
17,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,14,OLAMONEY
7,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,16,OLAMONEY
5,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,19,OLAMONEY
8,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,5,OLAMONEY
12,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/14/2020,15,OLAMONEY
